Frequency,Amplitude
14.200000000000001,0.04707616346996823
14.4,0.06115721099193353
14.600000000000001,0.07643084646692651
14.8,0.038883600023733
15.0,0.15754340400857444
15.200000000000001,0.0636975416624017
15.4,0.019071067732341643
15.600000000000001,0.05133856507096174
15.8,0.04738598854479757
16.0,0.10843223162590628
16.2,0.04578157185394773
16.400000000000002,0.11528908332633515
16.6,0.12725644771172767
16.8,0.1439415828391321
17.0,0.03825004360634839
17.2,0.07672212251301712
17.400000000000002,0.1774638419109707
17.6,0.1262723528876378
17.8,0.11369685391426228
18.0,0.024513355805398155
18.2,0.0629080984333733
18.400000000000002,0.07429101292951278
18.6,0.174861796042654
18.8,0.09437762063341346
19.0,0.13053615143463806
19.200000000000003,0.06091004397930338
19.400000000000002,0.04444576882967721
19.6,0.12262412457385832
19.8,0.10545292067604836
20.0,0.025738183391338283
20.200000000000003,0.07141516809453695
20.400000000000002,0.06337439309216035
20.6,0.03347071278521934
20.8,0.0570468353044201
21.0,0.07484319655697388
21.200000000000003,0.16579959400234986
21.400000000000002,0.05104028493257926
21.6,0.1175209562335556
21.8,0.033975490750406956
22.0,0.0816267871778565
22.200000000000003,0.12477872402068435
22.400000000000002,0.08297152464095028
22.6,0.028473201242816645
22.8,0.028090082407485104
23.0,0.060619580559101806
23.200000000000003,0.02926188748448459
23.400000000000002,0.11958758628575601
23.6,0.0730966711298202
23.8,0.06423895014641096
24.0,0.07540457468132519
24.200000000000003,0.015898690168000884
24.400000000000002,0.07140489603003464
24.6,0.04184160999304936
24.8,0.02743861102522701
25.0,0.01660798319510594
25.200000000000003,0.02027462520568904
25.400000000000002,0.10730308313813586
25.6,0.08973681328199962
25.8,0.11274568648448263
26.0,0.10898976022265681
26.200000000000003,0.07826976929841892
26.400000000000002,0.08505437958649659
26.6,0.07140446576032058
26.8,0.0698794969561344
27.0,0.10649769472675319
27.200000000000003,0.07862893896043543
27.400000000000002,0.015470728763695223
27.6,0.061423929262594094
27.8,0.13593320664712166
28.0,0.11987235594707882
28.200000000000003,0.04114567188901452
28.400000000000002,0.06770057976779095
28.6,0.041984794483895416
28.8,0.06784099035611783
29.0,0.02654748190814184
29.200000000000003,0.042952681963444914
29.400000000000002,0.08541815353350615
29.6,0.03654289712228078
29.8,0.15937927100504273
30.0,0.03670201823367808
30.200000000000003,0.10213065696060987
30.400000000000002,0.10431702365894645
30.6,0.04646404095758278
30.8,0.12561783226584386
31.0,0.10033277753530655
31.200000000000003,0.04004504176513413
31.400000000000002,0.0768452684897334
31.6,0.04372909827756692
31.8,0.07231135506759682
32.0,0.09624509779398858
32.2,0.06157396884058175
32.4,0.03272934632323673
32.6,0.026205244611891512
32.800000000000004,0.1612457661138597
33.0,0.11210558967021839
33.2,0.06059957106539918
33.4,0.16807228790468132
33.6,0.0745875848835261
33.800000000000004,0.065704169976595
34.0,0.0820733676363986
34.2,0.14897167146964654
34.4,0.0832754134108584
34.6,0.17126327452812237
34.800000000000004,0.053044403101987915
35.0,0.05380487908490481
35.2,0.056201665886518586
35.4,0.053801765657416574
35.6,0.14787852032010185
35.800000000000004,0.11301635336362502
36.0,0.15434477723384593
36.2,0.026870427098037355
36.4,0.10475637327242843
36.6,0.07659848882466098
36.800000000000004,0.060303851267372796
37.0,0.1059749735290045
37.2,0.04137083575744489
37.4,0.05775120344370593
37.6,0.05349768911587079
37.800000000000004,0.023645329172949325
38.0,0.06869491568675068
38.2,0.2121336328840606
38.400000000000006,0.087124958905947
38.6,0.04674350326605248
38.800000000000004,0.052201940512214766
39.0,0.09503362932788238
39.2,0.050568943042680274
39.400000000000006,0.1404671725728419
39.6,0.01605393907474051
39.800000000000004,0.022832973464361545
40.0,0.11363541112748453
40.2,0.13727324365605717
40.400000000000006,0.0855588677533841
40.6,0.08029531498816607
40.800000000000004,0.01776121769721706
41.0,0.01611760330809687
41.2,0.033309924121538256
41.400000000000006,0.11593070308848069
41.6,0.1351303921877139
41.800000000000004,0.0875446404573361
42.0,0.09176397658714827
42.2,0.034355074284783384
42.400000000000006,0.04769054044477695
42.6,0.11079712330339221
42.800000000000004,0.040759319057869794
43.0,0.09713533445782825
43.2,0.1805336139121185
43.400000000000006,0.08441639813429974
43.6,0.08082220112941009
43.800000000000004,0.07159800958890794
44.0,0.15692081802838764
44.2,0.05184887134610927
44.400000000000006,0.03921345999603697
44.6,0.06567371572816882
44.800000000000004,0.04908642912379221
45.0,0.060357408504331515
45.2,0.18949291974847426
45.400000000000006,0.02174765551597745
45.6,0.06506003834587146
45.800000000000004,0.08542619544399438
46.0,0.008600420485002602
46.2,0.10914729002458812
46.400000000000006,0.03979948506803745
46.6,0.06416311822572385
46.800000000000004,0.08009687000422108
47.0,0.04299833590967941
47.2,0.10450405695877454
47.400000000000006,0.07342607103155994
47.6,0.05014555654166918
47.800000000000004,0.06789103128283613
48.0,0.0929283676111355
48.2,0.09286068095887624
48.400000000000006,0.08518977859607194
48.6,0.06489108281738822
48.800000000000004,0.10367397452203884
49.0,0.03727236326826606
49.2,0.022009693237857272
49.400000000000006,0.07880984500992184
49.6,0.10553536344121188
49.800000000000004,0.08809620975215918
50.0,0.00848179534053304
