,Time,Signal
212,2.12,2.105727294847728
213,2.13,2.111617913183336
214,2.14,1.5239720232527247
215,2.15,2.970099247458514
216,2.16,1.7213759963231539
217,2.17,2.3816137301522726
218,2.18,2.053689666150746
219,2.19,2.327275031287566
220,2.2,4.078014323550922
221,2.21,-0.7163765298025873
222,2.22,1.1738194085790075
223,2.23,-1.7527600866086321
224,2.24,-1.126092451126854
225,2.25,0.08895059696736851
226,2.2600000000000002,-1.0912135004991645
227,2.27,-2.212548542007698
228,2.2800000000000002,-1.7002427017941681
229,2.29,-0.09652828468303776
230,2.3000000000000003,-1.3181518840096027
231,2.31,-0.27632894223153925
232,2.32,-0.49742791721949065
233,2.33,-1.4104797127215942
234,2.34,1.0188370903219863
235,2.35,-0.9591770158973455
236,2.36,-4.11505032167928
237,2.37,-2.345425937066112
238,2.38,-3.5021678471269433
239,2.39,-2.1042558679756316
240,2.4,-3.645690287318163
241,2.41,-2.6533591738203457
242,2.42,-1.5517931247082557
243,2.43,-0.6124807718521371
244,2.44,-2.0876369448114387
245,2.45,-0.7010547460509386
246,2.46,-0.45616540863570376
247,2.47,-0.42099517681443754
248,2.48,2.0385877087271833
249,2.49,0.5800945353974274
250,2.5,-1.2608839543350399
251,2.5100000000000002,0.7427491226183148
252,2.52,1.8490227285665521
253,2.5300000000000002,0.8001312047918714
254,2.54,-1.5381498684792732
255,2.5500000000000003,-0.1176805626562461
256,2.56,2.1542516869422856
257,2.57,0.7705665004034687
258,2.58,2.500599831834937
259,2.59,3.3132567857827833
260,2.6,1.926239077307378
261,2.61,2.897163846710055
262,2.62,-0.40088595771051727
263,2.63,1.5074926105012636
264,2.64,1.8373395836285136
265,2.65,0.3453128562505259
266,2.66,2.7575183029349883
267,2.67,-0.6712620128448507
268,2.68,0.10295527042632274
269,2.69,0.6235281090996017
270,2.7,2.02905854135859
271,2.71,-0.6597361175617369
272,2.72,2.1481027446891634
273,2.73,1.1450368250979892
274,2.74,0.17398486854667272
275,2.75,1.4621034742632806
276,2.7600000000000002,0.853220280910876
277,2.77,-0.46017266173981536
278,2.7800000000000002,-0.4177571332144895
279,2.79,-1.5362022596509153
280,2.8000000000000003,-1.6498384116261768
281,2.81,-1.5832702173801931
282,2.82,-0.9530363978344933
283,2.83,-3.85624783571913
284,2.84,-0.36116783620446835
285,2.85,-4.163217826487764
286,2.86,-1.9910263629286669
287,2.87,-0.8719094553929742
288,2.88,-0.8707336636195009
289,2.89,-1.5951593199634941
290,2.9,-1.1591787666524271
291,2.91,-1.5736864121694623
292,2.92,-1.909896055263561
293,2.93,-0.7542149080598783
294,2.94,-1.4938323999940353
295,2.95,-2.6774970942205467
296,2.96,-1.0461947234988656
297,2.97,-1.3975327456213784
298,2.98,-0.45503089826654797
299,2.99,-0.046816916770063166
300,3.0,-0.8289950109220735
301,3.0100000000000002,0.11626471849671749
302,3.02,2.0151866222287484
303,3.0300000000000002,2.3152025319314617
304,3.04,1.9248930049679622
305,3.0500000000000003,2.101914882268679
306,3.06,3.1285127817475247
307,3.0700000000000003,1.0122456162450466
308,3.08,1.8676286794893802
309,3.09,0.8784928250767494
310,3.1,0.7333753130679328
311,3.11,2.071236652130088
312,3.12,1.97714188034255
313,3.13,2.2737362978781688
314,3.14,3.1447200750474034
315,3.15,2.232133868598013
316,3.16,3.1761541821556833
317,3.17,2.3081655802988195
318,3.18,2.863219566468292
319,3.19,2.1152578375335573
320,3.2,1.8603517218701446
321,3.21,1.7460456882260842
322,3.22,-0.3306614650289895
323,3.23,1.9523430602664835
324,3.24,-1.660177966837118
325,3.25,-2.214188612787736
326,3.2600000000000002,0.002617353905443709
327,3.27,-0.3431410701154576
328,3.2800000000000002,-0.36081917548205245
329,3.29,-0.1477805243534276
330,3.3000000000000003,-0.6000320251393696
331,3.31,-1.3900419032993492
332,3.3200000000000003,-0.4671951989295853
333,3.33,-1.4360410766278868
334,3.34,-0.14998726558559172
335,3.35,-1.740153419717489
336,3.36,-2.915404931814174
337,3.37,-2.8532660934885374
338,3.38,-2.4274499280829334
339,3.39,-3.52041375557583
340,3.4,-3.675389944451897
341,3.41,-2.294935520861534
342,3.42,-1.8118138325799853
343,3.43,-1.9851791413933935
344,3.44,-1.358378843373999
345,3.45,-0.13450357285235143
346,3.46,-1.429304438972068
347,3.47,-1.1751297186172796
348,3.48,-0.445310752806354
349,3.49,-0.038334327275375446
350,3.5,0.3109075655980178
351,3.5100000000000002,1.3002433925130918
352,3.52,0.5845261547559338
353,3.5300000000000002,-0.3922725857226947
354,3.54,-0.037796110427957344
355,3.5500000000000003,-0.6359758544278012
356,3.56,0.8688274017632772
357,3.5700000000000003,1.1895773271021253
358,3.58,2.3794989640267894
359,3.59,1.7113917888011168
360,3.6,3.372516063126634
361,3.61,4.489428115774432
362,3.62,2.731621233901702
363,3.63,2.9335919739344902
364,3.64,2.780051726732781
365,3.65,1.191875566329548
366,3.66,1.3491994808137664
367,3.67,0.7714717658975754
368,3.68,0.6406758556721384
369,3.69,-0.2802222520419597
370,3.7,0.6122954265514222
371,3.71,1.2741243248631582
372,3.72,2.4360826003292377
373,3.73,2.0940745901636033
374,3.74,3.308675977106183
375,3.75,0.23265243711196137
376,3.7600000000000002,1.5264812220580888
377,3.77,0.3233862211573388
378,3.7800000000000002,1.7022437150131595
379,3.79,-1.9591869481443112
380,3.8000000000000003,-2.6030775990581927
381,3.81,-2.844793537345257
382,3.8200000000000003,-4.662948938289663
383,3.83,-3.1441873585730447
384,3.84,-3.253333872414439
385,3.85,-2.0607362404890495
386,3.86,-1.4974852921159187
387,3.87,0.41594417733832856
388,3.88,-0.20130169316848823
389,3.89,-1.5493634558053029
390,3.9,-1.8494711876435117
391,3.91,-0.588766306004118
392,3.92,-2.640764505339984
393,3.93,0.22764176077345866
394,3.94,-0.6714077652378136
395,3.95,-2.4537631510645928
396,3.96,-3.6589291280229936
397,3.97,-0.3509598923325705
398,3.98,-1.3824328623581144
399,3.99,0.5613705532797775
400,4.0,-1.594427658794378
401,4.01,0.0770707357398912
402,4.0200000000000005,1.2731367168236951
403,4.03,1.7518128602627356
404,4.04,1.4957291274528677
405,4.05,2.607437431307389
406,4.0600000000000005,0.7832274565764876
407,4.07,1.4614375200595906
408,4.08,1.4408269300312488
409,4.09,1.5951243115693785
410,4.1,1.6626713943840408
411,4.11,-0.15218229169496633
412,4.12,-0.3823886393810916
413,4.13,2.737903483776056
414,4.14,2.1715552798726323
415,4.15,1.4626434904087153
416,4.16,4.045353186383257
417,4.17,2.7341069711851413
418,4.18,3.7183503980436883
419,4.19,2.312919373311332
420,4.2,3.8241036817593983
421,4.21,2.9062295052323845
422,4.22,0.23859506972545969
423,4.23,0.8315267355353508
424,4.24,-0.008784635752263514
425,4.25,0.3686315575323458
426,4.26,-2.1204169801747295
427,4.2700000000000005,-0.4487523040799737
428,4.28,0.07348549431537266
429,4.29,-2.5348655200408294
430,4.3,-1.7710437649582595
431,4.3100000000000005,-2.5320197095736185
432,4.32,-0.8124065915678691
433,4.33,-0.04133710931980916
434,4.34,0.3772500530926921
435,4.3500000000000005,-1.5190012577955936
436,4.36,-0.46129218945039274
437,4.37,-3.911981710050428
438,4.38,-4.543763821713708
439,4.39,-3.012236901668475
440,4.4,-2.4691040999461484
441,4.41,-2.571317480447546
442,4.42,-4.124222503728594
443,4.43,-1.5673560055350704
444,4.44,-2.1918100382605026
445,4.45,0.30311903862004463
446,4.46,0.38537814862210734
447,4.47,-0.7075457305680916
448,4.48,-0.24073344889061127
449,4.49,-0.8841006974524985
450,4.5,-0.06267909727317923
451,4.51,0.7800294960647711
452,4.5200000000000005,-1.2588595147816288
453,4.53,0.27171245975857106
454,4.54,-0.5490375208977065
455,4.55,-0.4263193220523708
456,4.5600000000000005,0.7803101778011258
457,4.57,0.44299364360290827
458,4.58,1.5031310983415092
459,4.59,1.3407448397645851
460,4.6000000000000005,4.817894681801862
461,4.61,2.9919527547435867
462,4.62,2.1406558743659794
463,4.63,2.7458601625697785
464,4.64,1.9775796853308785
465,4.65,1.372126438682139
466,4.66,1.7392736990467814
467,4.67,1.5163870751630895
468,4.68,0.012498609512788361
469,4.69,-0.08303070883117358
470,4.7,0.31273355514082923
471,4.71,-1.5257951311178841
472,4.72,-0.5302520696643505
473,4.73,2.501678031522923
474,4.74,2.8004612330959078
475,4.75,0.7509639604436334
476,4.76,1.2307175483931958
477,4.7700000000000005,0.4512943699624952
478,4.78,2.5913215902507347
479,4.79,-0.03131375135457337
480,4.8,-1.8912733483581756
481,4.8100000000000005,-3.200941332501679
482,4.82,-4.145499534237427
483,4.83,-2.414968701025053
484,4.84,-3.25055195614503
485,4.8500000000000005,-3.6333837365629122
486,4.86,-2.4858141521355877
487,4.87,-2.5417746654919364
488,4.88,0.5354161037180365
489,4.89,-0.09082004319345649
490,4.9,-0.959029157611773
491,4.91,0.3992586613793889
492,4.92,-1.2431629906717157
493,4.93,-2.4651012064091313
494,4.94,-0.3277238086894507
495,4.95,-1.4456774552752254
496,4.96,-2.983040753258571
497,4.97,-1.8951709445816156
498,4.98,-2.1435112704902464
499,4.99,-2.0592454896580294
